"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/InfinityBladeIceLands/Environments/Ice/DR_Ice_Mountain/Materials/M_Snowy_Pine_Tree.M_Snowy_Pine_Tree","0","41","2","1","32.812187","0","795"
"/Game/InfinityBladeIceLands/Environments/Ice/DR_Ice_Mountain/Materials/M_Snowy_Trees.M_Snowy_Trees","0","41","1","1","33.117508","0","837"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Rock_C.M_Rock_C","0","108","1","1","104.090912","0","5174"
"/Game/InfinityBladeIceLands/Environments/Ice/EX_Env_Ice_1/Materials/M_Log_Spikes_Snow.M_Log_Spikes_Snow","0","23","1","1","21.661337","0","261"
"/Game/InfinityBladeAdversaries/Enemy/Enemy_Gruntling_Avalanche/Materials/CharM_Gruntling_Avalanche.CharM_Gruntling_Avalanche","0","26","7","1","26.119728","0","341"
"/Game/InfinityBladeIceLands/Environments/Ice/EX_Env_Ice_Artifacts/Materials/M_Exo_Ice_Artifacts.M_Exo_Ice_Artifacts","0","23","1","1","21.879959","0","281"
"/Game/ParagonKwang/FX/Materials/Flares/M_Buff_Red_ImpactRays.M_Buff_Red_ImpactRays","0","20","1","1","16.853317","0","209"
"/Game/InfinityBladeIceLands/Environments/Ice/EX_EnvAssets/Materials/M_EX_EnvAssets_SnowRocks1.M_EX_EnvAssets_SnowRocks1","0","23","1","1","22.904493","0","266"
"/Game/InfinityBladeIceLands/Environments/Ice/EX_EnvAssets/Materials/M_PineTree_02.M_PineTree_02","0","28","2","1","21.461800","0","412"
"/Game/InfinityBladeIceLands/Environments/Ice/EX_EnvAssets/Materials/M_Env_Ice_Deco2_Statue2.M_Env_Ice_Deco2_Statue2","0","23","1","1","24.819708","0","298"
"/Game/InfinityBladeIceLands/Environments/Ice/EX_EnvAssets/Materials/M_Env_Ice_Deco2_Sculpture.M_Env_Ice_Deco2_Sculpture","0","23","1","1","23.098854","0","298"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Fire_C.M_Fire_C","0","9","1","1","7.476010","0","53"
"/Game/Realistic_Starter_VFX_Pack_Vol2/Materials/M_Flies.M_Flies","0","54","1","1","50.937298","0","1330"
"/Game/InfinityBladeEffects/Environments/Breakables/Materials/M_Breakables_Pots_Red.M_Breakables_Pots_Red","0","26","1","1","23.868977","0","376"
"/Game/InfinityBladeAdversaries/Enemy/Enemy_Great_Spider/Materials/CharM_Greater_Spider_Ice.CharM_Greater_Spider_Ice","0","26","1","1","25.735662","0","359"
"/Game/InfinityBladeIceLands/Environments/Ice/EX_EnvAssets/Materials/M_EX_EnvAssets_Pots.M_EX_EnvAssets_Pots","0","25","1","1","22.435774","0","349"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Enemy/M_Enemy_GreaterSpiderBoss_FX_Master.M_Enemy_GreaterSpiderBoss_FX_Master","0","38","1","1","33.982681","0","769"
"/Game/InfinityBladeAdversaries/Enemy/Enemy_Greater_Spider_Boss/Materials/CharM_Greater_SpiderBoss_Ice.CharM_Greater_SpiderBoss_Ice","0","26","1","1","24.631557","0","327"
"/Game/InfinityBladeAdversaries/Enemy/Enemy_Golem/Materials/CharM_Golem_Weapon.CharM_Golem_Weapon","0","26","1","1","26.661583","0","316"
"/Game/InfinityBladeAdversaries/Enemy/Enemy_Golem/Materials/CharM_Fire_Golem.CharM_Fire_Golem","0","26","1","1","23.946857","0","331"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Glyph/M_IB_Debris_Boxes_Opaque.M_IB_Debris_Boxes_Opaque","0","6","1","1","4.968383","0","26"
"/Game/InfinityBladeIceLands/Environments/Ice/EXO_MountainSide/Materials/M_Sky.M_Sky","0","4","2","1","2.157415","0","11"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_BlueSky_Moving.M_BlueSky_Moving","0","4","1","1","2.786340","0","13"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_BlueSky.M_BlueSky","0","4","1","1","2.323199","0","13"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Sky_Flashing_Panning.M_Sky_Flashing_Panning","0","4","1","1","2.541034","0","13"
"/Game/InfinityBladeIceLands/Environments/Ice/Env_Ice_Tree/Materials/M_Tree_POI_Leaves.M_Tree_POI_Leaves","0","41","2","1","34.462029","0","849"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_BlastDir_Add_01_mobile.M_BlastDir_Add_01_mobile","0","9","1","1","8.080383","0","53"
"/Game/InfinityBladeIceLands/Environments/Ice/Env_Ice_Tree/Materials/M_Env_Ice_RockyTerrian4.M_Env_Ice_RockyTerrian4","0","14","1","1","12.662285","0","118"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_LightSconces_Glow.M_LightSconces_Glow","0","25","1","1","23.720701","0","327"
"/Game/InfinityBladeIceLands/Environments/Ice/Env_Ice_Cliffs/Materials/M_Env_Ice_SnowWorldHigherRess.M_Env_Ice_SnowWorldHigherRess","0","23","1","1","78.529617","46","945"
"/Game/InfinityBladeIceLands/Environments/Ice/Env_Ice_Cliffs/Materials/M_Env_Ice_SnowWorld.M_Env_Ice_SnowWorld","0","23","1","1","76.516403","46","925"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Snow.M_Snow","0","5","1","1","2.932460","0","19"
"/Game/InfinityBladeIceLands/Environments/Ice/Env_Ice_Terrain/Materials/M_Env_Ice_Ground_Rock_2_Snow.M_Env_Ice_Ground_Rock_2_Snow","0","14","1","1","13.195204","0","118"
"/Game/InfinityBladeIceLands/Environments/Ice/Env_Ice_Terrain/Materials/M_Env_Ice_Ground_Rock_1_Snow.M_Env_Ice_Ground_Rock_1_Snow","0","28","1","1","25.801123","0","410"
"/Game/InfinityBladeIceLands/Environments/Ice/Env_Ice_Terrain/Materials/M_Env_Ice_Frozen_River_1.M_Env_Ice_Frozen_River_1","0","14","1","1","12.414012","0","116"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Misc/M_Telecharge_char_01.M_Telecharge_char_01","0","6","4","1","3.539247","0","17"
"/Game/InfinityBladeIceLands/Environments/Ice/Env_Ice_Rocky/Materials/M_Env_Ice_Accents_Snow.M_Env_Ice_Accents_Snow","0","23","1","1","20.869932","0","298"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Blood_Mod_01_mobile.M_Blood_Mod_01_mobile","0","9","1","1","7.103897","0","53"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Lightning_Radial_add_subuv_4x4.M_Lightning_Radial_add_subuv_4x4","0","9","1","1","6.006222","0","53"
"/Game/InfinityBladeIceLands/Environments/Ice/Env_Ice_Rocky/Materials/M_Env_Ice_RockyTerrain2.M_Env_Ice_RockyTerrain2","0","23","1","1","21.409624","0","298"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_SnowSubUV_2_3.M_SnowSubUV_2_3","0","9","1","1","7.021858","0","53"
"/Game/DATA/Meshes/Armor/Cross.Cross","0","14","3","1","11.210956","0","87"
"/Game/DATA/Meshes/Weapons/01_-_Default.01_-_Default","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/StoneWoodBridge/Wood_1001.Wood_1001","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/StoneWoodBridge/Stone_Edge_1001.Stone_Edge_1001","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/StoneWoodBridge/Stone_1001.Stone_1001","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/SpookyBridge/Material_006.Material_006","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/SpookyBridge/Material_002.Material_002","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/SpookyBridge/Material.Material","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/obj_default_2.obj_default_2","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/obj_default_1.obj_default_1","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/obj_default_0.obj_default_0","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/obj_default.obj_default","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/MI_ArtoriasChest_-21478.MI_ArtoriasChest_-21478","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/MI_ArtoriasChest.MI_ArtoriasChest","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/OldMan/lambert2_-17814.lambert2_-17814","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/HolyGrail/lambert1.lambert1","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/FireMan/pasted__head.pasted__head","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/FireMan/pasted__eye1.pasted__eye1","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/FireMan/pasted__body.pasted__body","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/Door/Balcony_door.Balcony_door","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/Demon/Others.Others","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/Demon/Body.Body","0","0","26","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/ShroudOfTurin/lambert1.lambert1","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/ShatteredBlade/Special_effects.Special_effects","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/MannaBowl/Material_001.Material_001","0","0","14","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Game/M_Tri_Test.M_Tri_Test","0","0","55","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/MannaBowl/lambert1.lambert1","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/MagicPotion/cheker.cheker","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/EhudsDagger/WarpEffects.WarpEffects","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/EhudsDagger/material0.material0","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/EhudsDagger/Blade_of_Basilus_Glow.Blade_of_Basilus_Glow","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/EhudsDagger/Blade_of_Basilus.Blade_of_Basilus","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/CrystalBundel/blinn1.blinn1","0","0","14","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/Debug/M_01_-_Default.M_01_-_Default","0","0","50","1","0.000000","0","0"
"/Game/ParagonGreystone/FX/Materials/CineRescue/M_WorldGridMaterial.M_WorldGridMaterial","0","0","35","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/AetherealShard/Pendant1.Pendant1","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/AetherealShard/Glow.Glow","0","0","14","1","0.000000","0","0"
"/Game/DATA/Meshes/BulletHeavenMagicItems/AetherealShard/Crystal.Crystal","0","0","14","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_Solid.M_Solid","0","0","26","1","0.000000","0","0"
"/Game/MixamoAnimations/Beta_Joints_MAT1.Beta_Joints_MAT1","0","0","26","1","0.000000","0","0"
"/Game/MixamoAnimations/Beta_HighLimbsGeoSG3.Beta_HighLimbsGeoSG3","0","0","26","1","0.000000","0","0"
"/Game/DATA/Materials/MasterMaterials/MM_MainDerivatives/M_MasterTransparent.M_MasterTransparent","0","0","58","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","67","1","0.000000","0","0"
"/Niagara/Blueprints/PreviewMat.PreviewMat","0","0","14","1","0.000000","0","0"
"/CommonUI/VideoPlayerMaterial.VideoPlayerMaterial","0","0","9","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","0","0","25","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","0","35","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","0","23","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","7","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","7","1","0.000000","0","0"
"/Game/ParagonKwang/Characters/Maps/BackGroundAssets/HDRSky.HDRSky","0","0","4","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","42","2","0.000000","0","0"
"/Engine/VREditor/LaserPointer/LaserPointerMaterial.LaserPointerMaterial","0","15","10","2","14.761440","0","128"
"/Game/InfinityBladeEffects/Effects/FX_Materials/Mobile/M_Add_Trail_MeshEmit_2Sided_Master.M_Add_Trail_MeshEmit_2Sided_Master","0","0","20","1","0.000000","0","0"
"/Game/InfinityBladeIceLands/Effects/Masters/M_Add_Sprite_SubUV_Master.M_Add_Sprite_SubUV_Master","0","0","12","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Trail_2Sided_Pan_Tile_Master.M_Trans_Trail_2Sided_Pan_Tile_Master","0","0","15","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Game/InfinityBladeIceLands/Environments/Ice/Env_Ice_Rocky/Materials/M_Env_Ice_GrinderTrap.M_Env_Ice_GrinderTrap","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeWeapons/Weapons/Blunt/Blunt_CinderBlock/M_Blunt_CinderBlock.M_Blunt_CinderBlock","0","0","26","1","0.000000","0","0"
"/Game/DATA/Materials/Fire/Masters/M_Trans_Trail_2Sided_Pan_Base_Emis_Master.M_Trans_Trail_2Sided_Pan_Base_Emis_Master","0","0","35","1","0.000000","0","35"
"/Game/InfinityBladeIceLands/Effects/Masters/M_Trans_Sprite_SubUV_Master_DepthFade.M_Trans_Sprite_SubUV_Master_DepthFade","0","0","9","1","0.000000","0","0"
"/Game/InfinityBladeIceLands/Effects/Masters/M_Trans_Sprite_SubUV_Master.M_Trans_Sprite_SubUV_Master","0","0","12","1","0.000000","0","0"
"/Game/InfinityBladeIceLands/Effects/Masters/M_Add_Sprite_Master_DepthFade.M_Add_Sprite_Master_DepthFade","0","0","12","1","0.000000","0","0"
"/Game/InfinityBladeIceLands/Effects/Masters/M_Add_Sprite_Master.M_Add_Sprite_Master","0","0","12","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master.M_Trans_Sprite_SubUV_Master","0","0","24","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_2Sided_Master.M_Trans_Sprite_2Sided_Master","0","0","20","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_MeshEmit_2Sided_Pan_Mask_Master.M_Trans_MeshEmit_2Sided_Pan_Mask_Master","0","0","10","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Trail_2Sided_Pan_Emis_Master.M_Add_Trail_2Sided_Pan_Emis_Master","0","0","25","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_SubUV_Master.M_Add_Sprite_SubUV_Master","0","0","15","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Pan_Emis_Mask_Master.M_Add_Sprite_Pan_Emis_Mask_Master","0","9","10","2","5.583564","0","39"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_Master_DepthFade.M_Add_Sprite_Master_DepthFade","0","0","15","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Mesh_2Sided_Pan_Emis_Master.M_Add_Mesh_2Sided_Pan_Emis_Master","0","20","24","2","16.236738","0","73"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Mesh_2Sided_Pan_Base_Master.M_Add_Mesh_2Sided_Pan_Base_Master","0","0","10","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Game/InfinityBladeWeapons/Weapons/Blunt/Blunt_Bludgeoner/M_Blunt_Bludgeoner.M_Blunt_Bludgeoner","0","0","26","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveTexturedMaterial.EmissiveTexturedMaterial","0","0","6","1","0.000000","0","0"
"/Game/InfinityBladeWeapons/Weapons/Blunt/Blunt_BoneShard/Materials/T_Blunt_BoneShardMace_D_Mat.T_Blunt_BoneShardMace_D_Mat","0","0","28","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Add_Sprite_SubUV_Master_DepthFade.M_Add_Sprite_SubUV_Master_DepthFade","0","0","12","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Trail_2Sided_Pan_Base_Emis_Master.M_Trans_Trail_2Sided_Pan_Base_Emis_Master","0","25","31","2","21.072069","0","302"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_StaticMesh_Lit_Master.M_Trans_StaticMesh_Lit_Master","0","0","27","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_SubUV_Master_DepthFade.M_Trans_Sprite_SubUV_Master_DepthFade","0","0","12","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_Sprite_Lit_SubUV_Master.M_Trans_Sprite_Lit_SubUV_Master","0","0","72","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Trans_MeshEmit_Master.M_Trans_MeshEmit_Master","0","0","12","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_Static_Lit_Emis_PanMaster.M_Opaque_Static_Lit_Emis_PanMaster","0","0","23","1","0.000000","0","0"
"/Game/InfinityBladeEffects/Effects/Masters/M_Opaque_MeshEmit_Lit_Emis_Master.M_Opaque_MeshEmit_Lit_Emis_Master","0","0","59","1","0.000000","0","0"
